# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.673410296440124512e-01 8.591877818107604980e-01 0.000000000000000000e+00 1.000000000000000000e+00 5.768002867698669434e-01 8.788995146751403809e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.422402620315551758e+00
1.000000000000000000e+03 1.003715302795171738e-02 9.080424904823303223e-03 3.153612126993721176e-08 4.583773843478411436e-04 1.123790070414543152e-02 8.322763256728649139e-03 3.153612126993721176e-08 4.583773843478411436e-04 8.307166099548339844e-01
2.000000000000000000e+03 6.182505283504724503e-03 4.415619652718305588e-03 5.045382636126305442e-07 1.454519078833982348e-04 6.528854370117187500e-03 4.246797878295183182e-03 5.045382636126305442e-07 1.454519078833982348e-04 6.307152509689331055e-01
3.000000000000000000e+03 9.417768451385200024e-04 1.419387757778167725e-03 1.903775591927114874e-05 2.274987491546198726e-05 1.038052258081734180e-03 1.297225710004568100e-03 1.903775591927114874e-05 2.274987491546198726e-05 2.498284280300140381e-01
4.000000000000000000e+03 8.986549073597416282e-05 1.157523220172151923e-04 2.008021908750379225e-07 4.999761245016998146e-07 9.046163177117705345e-05 8.188854553736746311e-05 2.008021908750379225e-07 4.999761245016998146e-07 5.101259425282478333e-02
5.000000000000000000e+03 7.500692154280841351e-04 5.001695244573056698e-04 1.356512802885845304e-04 1.214602093568828423e-06 7.952809100970625877e-04 5.191998207010328770e-04 1.356512802885845304e-04 1.214602093568828423e-06 3.595186397433280945e-02
6.000000000000000000e+03 1.728926326904911548e-05 1.710152901068795472e-05 5.930703927958802524e-09 5.913989298278465867e-08 1.600177893124055117e-05 1.693421108939219266e-05 5.930703927958802524e-09 5.913989298278465867e-08 1.143097504973411560e-02
7.000000000000000000e+03 1.036519824992865324e-05 1.094096569431712851e-05 2.311228008977650461e-08 7.326036666199797764e-09 1.002746012090938166e-05 1.265959144802764058e-05 2.311228008977650461e-08 7.326036666199797764e-09 8.234191685914993286e-03
8.000000000000000000e+03 7.081468538672197610e-06 8.140525096678175032e-06 6.248907880035403650e-08 1.207528299573823460e-09 6.465747901529539376e-06 1.062960836861748248e-05 6.248907880035403650e-08 1.207528299573823460e-09 6.410329136997461319e-03
9.000000000000000000e+03 5.058403075963724405e-06 6.366391517076408491e-06 1.163788567737356061e-07 2.286259501715903752e-07 5.653032530972268432e-06 9.145808689936529845e-06 1.163788567737356061e-07 2.286259501715903752e-07 5.177990999072790146e-03
1.000000000000000000e+04 4.225558313919464126e-06 5.974183750367956236e-06 1.491741130621448974e-07 4.641439090846688487e-07 5.255853920971276239e-06 8.587705451645888388e-06 1.491741130621448974e-07 4.641439090846688487e-07 4.383028019219636917e-03
1.100000000000000000e+04 2.607569285828503780e-06 3.947891855204943568e-06 3.821859717589859429e-09 1.556955453452246729e-09 2.992427880599279888e-06 6.323848083411576226e-06 3.821859717589859429e-09 1.556955453452246729e-09 3.836926305666565895e-03
1.200000000000000000e+04 2.201533789047971368e-06 3.285804950792226009e-06 1.825640888464263867e-10 3.326618980281637050e-10 2.573973233666038141e-06 5.497735855897190049e-06 1.825640888464263867e-10 3.326618980281637050e-10 3.305814694613218307e-03
1.300000000000000000e+04 1.097502808988792822e-05 7.076741894707083702e-06 2.667539547474007122e-06 1.387745669489959255e-06 1.056536075338954106e-05 8.997247277875430882e-06 2.667539547474007122e-06 1.387745669489959255e-06 4.416529089212417603e-03
1.400000000000000000e+04 1.645749421186337713e-06 2.531901600377750583e-06 5.812959003037576622e-10 1.126100102055715979e-09 2.118496240655076690e-06 4.397875727590871975e-06 5.812959003037576622e-10 1.126100102055715979e-09 2.838733373209834099e-03
1.500000000000000000e+04 4.864237780566327274e-05 3.319934694445692003e-05 1.547676401969511062e-05 5.967194738332182169e-09 5.099207919556647539e-05 3.502429171930998564e-05 1.547676401969511062e-05 5.967194738332182169e-09 8.000891655683517456e-03
1.600000000000000000e+04 1.317068495154671837e-06 2.034609678958076984e-06 3.286128924528952666e-09 4.600920533448515926e-09 1.786082975741010159e-06 3.735098289325833321e-06 3.286128924528952666e-09 4.600920533448515926e-09 2.428420586511492729e-03
1.700000000000000000e+04 1.160427359536697622e-06 2.029363486144575290e-06 1.872227706201101682e-09 1.271752125830971636e-08 1.545757640997180715e-06 3.568055717551033013e-06 1.872227706201101682e-09 1.271752125830971636e-08 2.266460563987493515e-03
1.800000000000000000e+04 1.083813685909262858e-06 1.680005084381264169e-06 5.766347954683226362e-10 9.532783451504656114e-10 1.533399881736841053e-06 3.215495780750643462e-06 5.766347954683226362e-10 9.532783451504656114e-10 2.265678718686103821e-03
1.900000000000000000e+04 2.702412075450411066e-06 2.496423121556290425e-06 7.325526780732616317e-07 2.540288335239893058e-08 3.412026217120001093e-06 4.067785994266159832e-06 7.325526780732616317e-07 2.540288335239893058e-08 2.974084811285138130e-03
2.000000000000000000e+04 1.317200894845882431e-05 4.330721367296064273e-06 3.138468116503645433e-07 1.112652398660429753e-06 1.327394238614942878e-05 5.310182586981682107e-06 3.138468116503645433e-07 1.112652398660429753e-06 5.256169941276311874e-03
